Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0781340H;Ecole élémentaire Jacques prévert;Ecole;Public;01 TER RUE DE LA GREVE;;78130 CHAPET;78130;78140;Chapet;78;25;11;1;1;;;;0134743313;;;ce.0781340H@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780140600026;109;;48.9658609598,1.93381034071;SANS OBJET;Yvelines;Versailles;Ile-de-France;621936.1;6874517.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Aubergenville;48.96586095980038;1.9338103407102312;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780506B;;;25001;078A-LES MUREAUX
0781377Y;Ecole élémentaire Charlotte Vidal;Ecole;Public;13 rue de l'Ecole;;78250 OINVILLE SUR MONTCIENT;78250;78460;Oinville-sur-Montcient;78;25;11;1;1;;;;0134754003;;;ce.0781377Y@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780460800024;95;;49.0259797802,1.84828943378;SANS OBJET;Yvelines;Versailles;Ile-de-France;615772.4;6881290.2;EPSG:2154;Circonscription d'inspection du 1er degré de Meulan;49.02597978023339;1.8482894337808706;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780571X;;;25001;078A-LES MUREAUX
0781380B;Ecole élémentaire Léopold Bresac;Ecole;Public;02 RUE DU VEXIN;;78440 LAINVILLE EN VEXIN;78440;78329;Lainville-en-Vexin;78;25;11;1;1;;;;0134753917;;;ce.0781380B@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780329500021;93;;49.0603462076,1.81438979796;SANS OBJET;Yvelines;Versailles;Ile-de-France;613350.8;6885148.5;EPSG:2154;Circonscription d'inspection du 1er degré de Meulan;49.060346207568095;1.8143897979621566;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780571X;;;25001;078A-LES MUREAUX
0781387J;Ecole élémentaire;Ecole;Public;05 place de la Mairie;;78440 GUITRANCOURT;78440;78296;Guitrancourt;78;25;11;1;1;;;;0134791056;;;ce.0781387J@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780296600028;54;;49.0088583465,1.77860993835;SANS OBJET;Yvelines;Versailles;Ile-de-France;610647.5;6879462.9;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Jolie II;49.0088583464756;1.778609938353362;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781098V;;;25002;078B-MANTES-LA-JOLIE
0781389L;Ecole élémentaire;Ecole;Public;Place de la Mairie;;78520 GUERNES;78520;78290;Guernes;78;25;11;1;1;;;;0134776428;;;ce.0781389L@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780290900044;114;;49.0113041945,1.63668012699;SANS OBJET;Yvelines;Versailles;Ile-de-France;600270.1;6879904.8;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Ville;49.011304194542674;1.6366801269870537;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781098V;;;25002;078B-MANTES-LA-JOLIE
0781400Y;Ecole élémentaire Jean Macé;Ecole;Public;Rue Jean Macé;;78520 LIMAY;78520;78335;Limay;78;25;11;0;1;;;;0134770988;;;ce.0781400Y@ac-versailles.fr;1;0;1;;;;;;;;;;;;;REP;;21780335200087;243;;48.9957683383,1.74147954768;SANS OBJET;Yvelines;Versailles;Ile-de-France;607908.2;6878050.0;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Ville;48.99576833833862;1.7414795476819875;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780116C;;;25002;078B-MANTES-LA-JOLIE
0781402A;Ecole élémentaire Ferdinand Buisson;Ecole;Public;04  RUE FERDINAND BUISSON;;78520 LIMAY;78520;78335;Limay;78;25;11;0;1;;;;0134770697;;;ce.0781402A@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP;;21780335200053;244;;48.9914412679,1.7334900054;SANS OBJET;Yvelines;Versailles;Ile-de-France;607315.9;6877578.2;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Ville;48.991441267916215;1.7334900053972147;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780116C;;;25002;078B-MANTES-LA-JOLIE
0781403B;Ecole élémentaire;Ecole;Public;42  GRANDE RUE;;78270 LA VILLENEUVE EN CHEVRIE;78270;78668;La Villeneuve-en-Chevrie;78;25;11;1;1;;;;0134761971;;;ce.0781403B@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780668600028;66;;49.0151864066,1.52792971538;SANS OBJET;Yvelines;Versailles;Ile-de-France;592323.7;6880479.3;EPSG:2154;Circonscription d'inspection du 1er degré de Rosny sur Seine;49.015186406645384;1.5279297153759024;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;078009;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781409H;Ecole élémentaire du chêne Mademoiselle;Ecole;Public;02 rue des Ecoles;;78200 PERDREAUVILLE;78200;78484;Perdreauville;78;25;11;1;1;;;;0134765421;;;ce.0781409H@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780484800026;38;;48.9675693572,1.62544026563;SANS OBJET;Yvelines;Versailles;Ile-de-France;599363.3;6875056.1;EPSG:2154;Circonscription d'inspection du 1er degré de Rosny sur Seine;48.967569357184765;1.6254402656279399;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;078010;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781413M;Ecole élémentaire Alice Bonvalot;Ecole;Public;36 route de Lavacourt;;78840 MOISSON;78840;78410;Moisson;78;25;11;0;1;;;;0134793234;;;ce.0781413M@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780410300026;74;;49.0727979604,1.66978953376;SANS OBJET;Yvelines;Versailles;Ile-de-France;602807.1;6886701.5;EPSG:2154;Circonscription d'inspection du 1er degré de Rosny sur Seine;49.07279796043708;1.669789533760347;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;078001;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781414N;Ecole élémentaire;Ecole;Public;05 rue des Ecoles;;78270 MERICOURT;78270;78391;Méricourt;78;25;11;0;1;;;;0134793111;;;ce.0781414N@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780391500024;64;;49.0361836265,1.62813997633;SANS OBJET;Yvelines;Versailles;Ile-de-France;599693.5;6882682.1;EPSG:2154;Circonscription d'inspection du 1er degré de Rosny sur Seine;49.03618362654228;1.6281399763315019;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;078001;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781437N;Ecole élémentaire Albert Anne;Ecole;Public;Place de la Libération;;78270 BONNIERES SUR SEINE;78270;78089;Bonnières-sur-Seine;78;25;11;0;1;;;;0130930111;;;ce.0781437N@ac-versailles.fr;1;0;1;;;;;;;;;;;;;;;21780089500047;330;;49.0363424356,1.58249993731;SANS OBJET;Yvelines;Versailles;Ile-de-France;596357.1;6882758.7;EPSG:2154;Circonscription d'inspection du 1er degré de Rosny sur Seine;49.03634243557747;1.58249993731133;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781447Z;Ecole élémentaire Madeleine Vernet;Ecole;Public;Rue de Montfort;;78680 EPONE;78680;78217;Epône;78;25;11;0;1;;;;0130956273;;;ce.0781447Z@ac-versailles.fr;1;0;1;;;;;;;;;;;;;;;21780217200056;377;;48.9543000334,1.81437027441;SANS OBJET;Yvelines;Versailles;Ile-de-France;613172.3;6873356.4;EPSG:2154;Circonscription d'inspection du 1er degré d'Aubergenville;48.95430003338251;1.814370274407899;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780506B;;;25001;078A-LES MUREAUX
0781451D;Ecole élémentaire les 3 tilleuls;Ecole;Public;01 place de la Libération;;78410 LA FALAISE;78410;78230;La Falaise;78;25;11;1;1;;;;0130958688;;;ce.0781451D@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780230500029;45;;48.9444176939,1.83174010992;SANS OBJET;Yvelines;Versailles;Ile-de-France;614428.0;6872238.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Aubergenville;48.94441769387013;1.8317401099217383;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780506B;;;25001;078A-LES MUREAUX
0781453F;Ecole élémentaire Centre;Ecole;Public;02 place de la Mairie;;78930 GUERVILLE;78930;78291;Guerville;78;25;11;0;1;;;;0130426329;;;ce.0781453F@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780291700047;133;;48.945219586,1.73511947121;SANS OBJET;Yvelines;Versailles;Ile-de-France;607352.8;6872436.8;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Jolie II;48.94521958603739;1.7351194712149614;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781098V;;;25002;078B-MANTES-LA-JOLIE
0781461P;Ecole élémentaire Hélène Boucher;Ecole;Public;08 rue des Ecoles;;78200 MANTES LA JOLIE;78200;78361;Mantes-la-Jolie;78;25;11;0;1;;;;0130330690;;;ce.0781461P@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780361800248;233;;48.9929766182,1.71465033922;SANS OBJET;Yvelines;Versailles;Ile-de-France;605940.1;6877771.2;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Jolie II;48.99297661824268;1.7146503392166381;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781977A;;;25002;078B-MANTES-LA-JOLIE
0781462R;Ecole élémentaire Louis et Auguste Lumière;Ecole;Public;50 rue de la Sangle;;78200 MANTES LA JOLIE;78200;78361;Mantes-la-Jolie;78;25;11;1;1;;;;0130923156;;;ce.0781462R@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780361800354;176;;48.9892296315,1.71864997731;SANS OBJET;Yvelines;Versailles;Ile-de-France;606226.0;6877349.8;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Jolie II;48.98922963146733;1.718649977311614;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781977A;;;25002;078B-MANTES-LA-JOLIE
0781471A;Ecole élémentaire Armand Gaillard;Ecole;Public;20 bis rue Karl Marx;;78711 MANTES LA VILLE;78711;78362;Mantes-la-Ville;78;25;11;0;1;;;;0130929239;;;ce.0781471A@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP;;21780362600084;242;;48.9820170438,1.7006798678;SANS OBJET;Yvelines;Versailles;Ile-de-France;604897.8;6876569.3;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Ville;48.98201704375221;1.7006798678037214;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780116C;;;25002;078B-MANTES-LA-JOLIE
0781479J;Ecole élémentaire Les Tilleuls;Ecole;Public;16 rue Maurice Fricotté;;78970 MEZIERES SUR SEINE;78970;78402;Mézières-sur-Seine;78;25;11;0;1;;;;0130956188;;;ce.0781479J@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780402000022;182;;48.9614873,1.79665049684;SANS OBJET;Yvelines;Versailles;Ile-de-France;611886.9;6874175.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Aubergenville;48.961487300000165;1.7966504968440196;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780506B;;;25001;078A-LES MUREAUX
0781482M;Ecole élémentaire la justice;Ecole;Public;24 rue de la Justice;;78710 ROSNY SUR SEINE;78710;78531;Rosny-sur-Seine;78;25;11;0;1;;;;0130429202;;;ce.0781482M@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780531600049;358;;48.9979864194,1.63853992901;SANS OBJET;Yvelines;Versailles;Ile-de-France;600380.6;6878421.6;EPSG:2154;Circonscription d'inspection du 1er degré de Rosny sur Seine;48.99798641936413;1.6385399290141012;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781483N;Ecole élémentaire Les Baronnes;Ecole;Public;09  RUE VERMEER;;78710 ROSNY SUR SEINE;78710;78531;Rosny-sur-Seine;78;25;11;0;1;;;;0130428365;;;ce.0781483N@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780531600056;210;;49.003703233,1.61766985752;SANS OBJET;Yvelines;Versailles;Ile-de-France;598864.8;6879083.8;EPSG:2154;Circonscription d'inspection du 1er degré de Rosny sur Seine;49.003703233005254;1.6176698575240553;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781484P;Ecole élémentaire;Ecole;Public;02  RUE DU CLOS DE VARENNE;;78200 SOINDRES;78200;78597;Soindres;78;25;11;1;1;;;;0134765534;;;ce.0781484P@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780597700022;89;;48.9571756067,1.67474988687;SANS OBJET;Yvelines;Versailles;Ile-de-France;602953.7;6873838.7;EPSG:2154;Circonscription d'inspection du 1er degré de Rosny sur Seine;48.95717560672555;1.6747498868710007;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781916J;;;25002;078B-MANTES-LA-JOLIE
0781493Z;Ecole élémentaire Jean-Baptiste Colbert;Ecole;Public;22 avenue Marivaux;;78600 MAISONS LAFFITTE;78600;78358;Maisons-Laffitte;78;25;11;0;1;;;;0134931119;;;ce.0781493Z@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780358400044;192;;48.9571570413,2.16016974893;SANS OBJET;Yvelines;Versailles;Ile-de-France;638498.6;6873349.3;EPSG:2154;Circonscription d'inspection du 1er degré du Vésinet;48.95715704132202;2.160169748934614;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783156G;;;25003;078C-POISSY-SARTROUVILLE
0781495B;Ecole élémentaire Irène Joliot-Curie;Ecole;Public;09 BIS AVENUE DE POISSY;;78260 ACHERES;78260;78005;Achères;78;25;11;0;1;;;;0139114342;;;ce.0781495B@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780005100112;281;;48.9592090765,2.06882033904;SANS OBJET;Yvelines;Versailles;Ile-de-France;631812.0;6873652.5;EPSG:2154;Circonscription d'inspection du 1er degré de Conflans Sainte Honorine;48.95920907652573;2.0688203390448976;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783248G;;;25003;078C-POISSY-SARTROUVILLE
0781496C;Ecole élémentaire Frédéric Joliot-Curie;Ecole;Public;09 AVENUE DE POISSY;;78260 ACHERES;78260;78005;Achères;78;25;11;0;1;;;;0139114273;;;ce.0781496C@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780005100096;272;;48.9589152436,2.06861938635;SANS OBJET;Yvelines;Versailles;Ile-de-France;631796.9;6873620.0;EPSG:2154;Circonscription d'inspection du 1er degré de Conflans Sainte Honorine;48.95891524361226;2.0686193863502416;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783248G;;;25003;078C-POISSY-SARTROUVILLE
0781505M;Ecole élémentaire Michel Etienne Turgot;Ecole;Public;29 rue Bordin;;78500 SARTROUVILLE;78500;78586;Sartrouville;78;25;11;0;1;;;;0139140086;;;ce.0781505M@ac-versailles.fr;1;0;1;;;;;;;;;;;;;REP;;21780586000095;236;;48.9454124063,2.16728004768;SANS OBJET;Yvelines;Versailles;Ile-de-France;639005.5;6872037.8;EPSG:2154;Circonscription d'inspection du 1er degré de Sartrouville;48.945412406305195;2.167280047678529;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783463R;;;25003;078C-POISSY-SARTROUVILLE
0781508R;Ecole élémentaire Paul Bert 1;Ecole;Public;04 rue Paul Bert;;78500 SARTROUVILLE;78500;78586;Sartrouville;78;25;11;0;1;;;;0139134110;;;ce.0781508R@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP;;21780586000038;199;;48.9431050738,2.19804956944;SANS OBJET;Yvelines;Versailles;Ile-de-France;641256.6;6871757.9;EPSG:2154;Circonscription d'inspection du 1er degré de Sartrouville;48.94310507376099;2.198049569438566;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783463R;;;25003;078C-POISSY-SARTROUVILLE
0781509S;Ecole élémentaire Joliot-Curie 2;Ecole;Public;78 boulevard de Bezons;;78500 SARTROUVILLE;78500;78586;Sartrouville;78;25;11;0;1;;;;0139133039;;;ce.0781509S@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780586000061;347;;48.941887598,2.18184030584;SANS OBJET;Yvelines;Versailles;Ile-de-France;640067.9;6871634.7;EPSG:2154;Circonscription d'inspection du 1er degré de Sartrouville;48.941887598022035;2.1818403058435405;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783463R;;;25003;078C-POISSY-SARTROUVILLE
0781546G;Ecole maternelle Maurice Genevoix;Ecole;Public;32 rue de la République;;78180 MONTIGNY LE BRETONNEUX;78180;78423;Montigny-le-Bretonneux;78;25;11;1;0;;;;0130442461;;;ce.0781546G@ac-versailles.fr;1;0;1;;;;;;;;;;;;;;;21780423600123;93;;48.77525547,2.03125943148;SANS OBJET;Yvelines;Versailles;Ile-de-France;628810.7;6853232.2;EPSG:2154;Circonscription d'inspection du 1er degré de Montigny le Bretonneux;48.7752554700192;2.031259431483324;Numéro de rue;1981-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0781954A;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781556T;Ecole élémentaire La Martinière;Ecole;Public;55 rue de la Martinière Satory;;78000 VERSAILLES;78000;78646;Versailles;78;25;11;0;1;;;;0130219339;;;ce.0781556T@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780646200073;70;;48.7807671615,2.11324983248;SANS OBJET;Yvelines;Versailles;Ile-de-France;634842.5;6853774.2;EPSG:2154;Circonscription d'inspection du 1er degré de Versailles;48.78076716147351;2.113249832484242;Numéro de rue;1981-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780580G;;;25007;078G-PLAISIR-VERSAILLES
0781610B;Ecole maternelle Paul Painlevé;Ecole;Public;27 rue de l'Union;;78360 MONTESSON;78360;78418;Montesson;78;25;11;1;0;;;;0139527639;;;ce.0781610B@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780418600138;93;;48.9082536439,2.12156960846;SANS OBJET;Yvelines;Versailles;Ile-de-France;635611.5;6867942.2;EPSG:2154;Circonscription d'inspection du 1er degré du Vésinet;48.90825364392229;2.1215696084614724;Numéro de rue;1981-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0783156G;;;25003;078C-POISSY-SARTROUVILLE
0781635D;Ecole maternelle;Ecole;Public;02 rue DES PLANTES;;78550 GRESSEY;78550;78285;Gressey;78;25;11;1;0;;;;0134876093;;;ce.0781635D@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780285900025;22;;48.8311196439,1.60870033834;SANS OBJET;Yvelines;Versailles;Ile-de-France;597870.5;6859906.8;EPSG:2154;Circonscription d'inspection du 1er degré de Beynes;48.83111964386045;1.6087003383390515;Numéro de rue;1982-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;078008;101;ECOLE MATERNELLE;99;0780713B;;;25004;078D-RAMBOUILLET
0781655A;Ecole maternelle Jean Cocteau;Ecole;Public;Allée Jacques Brel;;78280 GUYANCOURT;78280;78297;Guyancourt;78;25;11;1;0;;;;0130640956;;;ce.0781655A@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780297400204;80;;48.7762282919,2.05082045089;SANS OBJET;Yvelines;Versailles;Ile-de-France;630249.4;6853322.9;EPSG:2154;Circonscription d'inspection du 1er degré de Guyancourt;48.77622829193587;2.050820450891921;Numéro de rue;1984-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0781695U;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781657C;Ecole maternelle;Ecole;Public;03 PLACE DE L'EGLISE;;78117 CHATEAUFORT;78117;78143;Châteaufort;78;25;11;1;0;;;;0139561701;;;ce.0781657C@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780143000034;47;;48.7347709119,2.09079052304;SANS OBJET;Yvelines;Versailles;Ile-de-France;633133.4;6848679.2;EPSG:2154;Circonscription d'inspection du 1er degré de Vélizy Villacoublay;48.73477091193317;2.0907905230361705;Numéro de rue;1983-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780210E;;;25007;078G-PLAISIR-VERSAILLES
0781684G;Ecole élémentaire Georges Guynemer;Ecole;Public;11 RUE DU HAMEAU LE CHESNAY;;78150 LE CHESNAY ROCQUENCOURT;78150;78158;Le Chesnay-Rocquencourt;78;25;11;0;1;;;;0139238180;;;ce.0781684G@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;20008547100041;311;;48.8233916033,2.11908613733;SANS OBJET;Yvelines;Versailles;Ile-de-France;635324.2;6858508.5;EPSG:2154;Circonscription d'inspection du 1er degré du Chesnay - Préélémentaire;48.823391603258365;2.1190861373304926;Numéro de rue;1984-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783252L;;;25007;078G-PLAISIR-VERSAILLES
0781701A;Ecole élémentaire Du Lac;Ecole;Public;Rue des Quatre Vents;;78960 VOISINS LE BRETONNEUX;78960;78688;Voisins-le-Bretonneux;78;25;11;0;1;;;;0130442466;;;ce.0781701A@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780688400136;85;;48.7639243052,2.05089044221;SANS OBJET;Yvelines;Versailles;Ile-de-France;630238.1;6851954.9;EPSG:2154;Circonscription d'inspection du 1er degré de Guyancourt;48.76392430519131;2.050890442205943;Rue;1985-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781789W;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781702B;Ecole élémentaire Sonia Delaunay;Ecole;Public;Boulevard Paul Cézanne;;78280 GUYANCOURT;78280;78297;Guyancourt;78;25;11;0;1;;;;0130579569;;;ce.0781702B@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780297400212;203;;48.7849354738,2.05395050017;SANS OBJET;Yvelines;Versailles;Ile-de-France;630491.0;6854288.2;EPSG:2154;Circonscription d'inspection du 1er degré de Guyancourt;48.784935473842125;2.053950500174173;Rue;1985-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781695U;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781705E;Ecole élémentaire Saint-Hubert;Ecole;Public;28 avenue Georges Pompidou;;78120 RAMBOUILLET;78120;78517;Rambouillet;78;25;11;0;1;;;;0134856226;;;ce.0781705E@ac-versailles.fr;0;0;0;;;;;;;;;;;;;;;21780517500205;123;;48.6372542999,1.83170048708;SANS OBJET;Yvelines;Versailles;Ile-de-France;613919.8;6838089.3;EPSG:2154;Circonscription d'inspection du 1er degré de Rambouillet;48.6372542998633;1.8317004870783644;Numéro de rue;1985-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780256E;;;25004;078D-RAMBOUILLET
